headline,tag,date
"citing a high risk of death, researchers cut chloroquine coronavirus study short over safety concerns, hydroxychloroquine use should be avoided outside of hospitals, fda warns, va will continue to use unproven drug touted by trump to treat covid-19 despite fda saying it has 'known risks', the president is unwell, why did fox news’s laura ingraham relentlessly push hydroxychloroquine?",__label__science,2020-04-25
"‘we will not have a vaccine by next winter.’ like the 1918 spanish flu, cdc says second wave of coronavirus could be worse. so what happens next?, did the covid-19 virus originate from a lab or nature? examining the evidence for different hypotheses of the novel coronavirus' origins, is there coronavirus in your car? here's how you can protect yourself., mild or moderate covid-19 | nejm",__label__science,2020-04-25
"a stanford professor’s wife recruited people for his coronavirus study by claiming it would reveal if they could “return to work without fear”, national coronavirus updates: us nears 50,000 deaths as some states confirm spread began earlier, experts demolish studies suggesting covid-19 is no worse than flu, 32% of americans think coronavirus vaccine being withheld",__label__science,2020-04-25
"coronavirus live updates: ny nursing home sees a burst in covid-19 infections, uk death toll tops 20,000, coronavirus spreads in a new york nursing home forced to take recovering patients, at a ny nursing home forced to take covid-19 patients, 24 residents have died",__label__science,2020-04-25
"2 studies show many people who tested positive for covid-19 displayed no symptoms, over 100,000 people in florida county likely had ccp virus: study, miami-dade has tens of thousands of missed coronavirus infections, um survey finds, south florida school districts hustled to teach students online. they’re logging on.",__label__science,2020-04-25
"white house promotes new lab results suggesting heat and sunlight slow coronavirus, does sunlight rapidly destroy the coronavirus?, dhs study trump touted on sunlight, heat killing virus preliminary, not peer-reviewed, what a government study suggests about sunlight and covid-19, white house issues revised transcript to show birx said sunlight not a treatment for coronavirus",__label__science,2020-04-25
"new york antibody study estimates 13.9% of residents have had the coronavirus, gov. cuomo says, andrew cuomo gives coronavirus update in new york - watch live stream today, coronavirus reveals the destructive arrogance of the ruling class, watch now: cuomo giving updates on virus in n.y.",__label__science,2020-04-25
"coronavirus detected on particles of air pollution, scientists detect coronavirus on particles of air pollution",__label__science,2020-04-25
"the dangerous coronavirus conspiracy theories targeting 5g technology, bill gates, and a world of fear, coronavirus conspiracy theories don't stop at bill gates and 5g, the conspiracy theory about 5g causing coronavirus, explained, why people believe conspiracy theories about the coronavirus pandemic - business insider",__label__science,2020-04-25
"trial for potential coronavirus drug remdesivir running ahead of schedule, the pandemic has shifted focus to remdesivir, but hiv drugs will return to center stage for gilead, exclusive: trial of gilead's potential coronavirus treatment running ahead of schedule, researcher says",__label__science,2020-04-25
"covid-19 vaccine expectations may be getting ahead of science, coronavirus vaccine expectations may be getting ahead of science",__label__science,2020-04-25
"coronavirus: tokyo hospitals trying to stay ahead, probing japan's slow response to the covid-19 crisis, china expects post-covid-19 tourism surge as japan hunkers down, japan likely to extend coronavirus state of emergency",__label__science,2020-04-25
"as states open up, health experts seek to understand coronavirus's early silent spread, first known us coronavirus fatality did not show signs of virus, father claims, new information shows covid-19 spread in us earlier than initially believed, san jose woman believed to be nation’s first covid-19 death remembered, the mystery of patricia dowd: first covid-19 death?",__label__science,2020-04-25
"under trump, coronavirus scientists can speak — as long as they mostly toe the line, cdc chief contradicts trump on misquoting charge over virus rebound, a second wave of coronavirus could hit this year, will there be a second wave of coronavirus—and how bad could it be? here's what doctors say",__label__science,2020-04-25
"over 13 million children did not receive any vaccines at all even before covid-19 disrupted global immunization, who: suspending vaccines during pandemic could lead to more outbreaks, vaccinating the world's children as critical as ever, the irish times view on vaccines: bridging the immunity gap",__label__science,2020-04-25
"germany, uk begin human trials of experimental covid-19 vaccines, pfizer, biontech covid-19 vaccine cleared for human tests, fourth vaccine candidate enters clinical trial",__label__science,2020-04-25
"leaked white house emails reveal behind-the-scenes battle over chloroquine in coronavirus response, new report reveals the trump administration’s behind-the-scenes ‘pressure campaign’ to push the drug he touted as covid-19 miracle cure, leaked white house emails reveal behind the scenes battle over chloroquine in coronavirus response",__label__science,2020-04-25
"harvard prof rides 17,000% return in a single stock to become a billionaire, coronavirus pandemic made $1.2 billion for us professor, harvard professor timothy springer reaps 17,000% return on moderna bet, moderna faces tough threats in the short and long term, a harvard medical professor is now a billionaire after his early stake in moderna soared 17,000%",__label__science,2020-04-25
"coronavirus spread 'under the radar' in us major cities since january, researchers say, national coronavirus updates: no evidence people who had virus immune from second infection, who warns, national coronavirus updates: 3 states ease lockdowns; us death toll passes 50,000, indiana among states retracing coronavirus timelines after earlier us deaths discovered",__label__science,2020-04-25
"trump's disinfectants for coronavirus remarks show the danger in his disdain for experts, covid-19 protesters leave body bags at foot of trump's dc hotel, explainer: how the u.s. is handling immigration enforcement during the coronavirus crisis, trump's immigration policies are making the coronavirus pandemic worse | opinion, locking out immigrants will make the crisis worse",__label__science,2020-04-25
